text,label_sentiment
" אחלה בן אדם ... ועכשיו למשהו רציני : ה - BTC ( ביט קוין ) הבנתי שעלה 10 אג' ב-2009 , והיום זה שווה כל אחד מחשב נייד ( כ-2300 ש""ח ) . מי שרצה לפתור את בעיית הקצבאות במדינת ישראל היה לוקח כל קצבה של כל נכה וקונה איתה ב - 2009 את סכום ה BTC זה היה גורם לביטול כל הקצבאות לכל שנות החיים של כמה וכמה דורות של הנכים . כל נכה היה מקבל מקצבה של 2000 ש""ח 20,000 מטבעות BTC. להכפיל ב - 2300 ש""ח ( התעריף בערך של היום ) ולפתע היה לו : 20000 * 2300 = 46,000,000 ש""ח !!! וכך כל עני היה הופך למולטי מיליונר ... אבל מישהו פחד ליידע את הנכים בנושא הזה .. שמא יהפכו לבעלי השפעה וכוח ! כי לנכים ( בנכות כללית ) אין את הכספים לרכוש סלולארים , מחשבים וכו' ... אפילו החישוב בין להגיע לבית חולים לבין תרופות לבין תחבורה ציבורית הוא חישוב יומיומי אצלהם ... לפחות תעניקו פטור לנכים בנסיעה בתחבורה ציבורית ... ",0,negative
" אדון גיא אורן הנכבד , עם נבחר זה עם גיזען תרצה או לא תרצה ! אני לא אומר שחובה לשנוא אבל בהחלט להיות מובדל מאחרים ! וזה מה שגרם לנו לשרוד 3300 שנה עד היום כנגד כל סיכוי סביר אפשרי ! ",2,
סליחה אדוני אבל מדינה יהודית לא הולך עם דמוקרטי ודרך אגב הדמוקטיה הזאת הביאה אותנו למצב העצוב שעם ישראל נמצא בו ובטח שהם יתקוממו אנחנו עם אחד לב אחד והיא אחותנו שהולכת לאבדון אז מה לא יהיה לנו כואב מצטערת לי מאוד כואב,1,positive
התחלה טובה !!!,0,negative
" רובי , כל מילה בסלע ! אני אתך ! ",0,negative
" כבוד הנשיא , תן רוח גבית ללוחמים בכך שתצהיר שהחוטפים לעולם לא ישוחררו . ",0,negative
לעולם לא תפסיקו לדחוף את האף שלכם בחיים של אחרים ? אין לכם משהו אחר לעשות ? יאללה סעו לשלום תנו להם לעשות את החוקי במדינה . גם להתחתן וגם להפגין,1,positive
" מה הרעש שעושים , כולו מוסלמית התחתנה עם מוסלמי . לכל חתונה כבוד הנשיא יגיב ? ",1,positive
איש יקר וטוב ... תעשה משהוא ...,0,negative
" כבוד הנשיא הנבחר , ברכות כל הבחירה . אמנם דעותיי הפוליטיות שונות , אבל אתה תהיה נשיא נפלא , כפי שהיית יו""ר כנסת נהדר . הסיבה היא פשוטה : אתה רואה בנבחרי הציבור משרתי הציבור , לבך רחב וחם , ואתה מאמין בעקרונות הדמוקרטיה . יישר כוח , אדוני הנשיא , וייצג אותנו באהבה בכל רחבי העולם . ",0,negative
שייחנקו,1,positive
" רובי , 30 שנה בפוליטיקא ויש לך רק בית אחד שקנית לפני 40 שנה ? לא יוצלח שכמותך , ואתה רוצה להיות נשיא המדינה ???? ; - ) ; - ) ; - ) ",1,positive
" זכינו לנשיא חייכן , מעין סבא של כולם ",0,negative
תודה גדולה לכבוד נשיא המדינה ראובן ריבלין . סופסוף קם מנהיג ומגנה גזענות . הלוואי שמכאן יקום גל עצום של מנהיגות שפויה שראש וראשון מגנה בכל תוקף גזענות ואלימות . תודה לך אדוני .,0,negative
" אדוני הנשיא אני חושב שמצופה מאדם בתפקידך ומעמדך לגנות את  "" הדרת הנשים "" "" שבוצעה על ידי מפקד חטיבת "" "" גבעתי "" "" שביטל את הופעתה של הזמרת שרית חדד ( לאחר שכבר ניסגרה כהופעה חינמית לחיילים ) לטובת הופעת זמר ממין זכר ( משה פרץ שכבודו מונח במקומו ללא קשר ) . ברשותו של אדוני - אבקש לומר בשפת השוק שכל ניסיון להסביר או להצדיק את המעשה יראה מראש כחירטוט . כאמור בראשית דברי , חושבני שגינוי מצד אדוני להדרת הנשים שנעשתה כאן הינו אמירה נדרשת בקול רם וצלול ! """,1,positive
שבוע טוב לכולם מעמותת תנו יד לחירש נכים למען נכים וארגון ארצנו החברתית,2,
לעולם לא תפסיקו לדחוף את האף שלכם בחיים של אחרים ? אין לכם משהו אחר לעשות ? יאללה סעו לשלום תנו להם לעשות את החוקי במדינה . גם להתחתן וגם להפגין,1,positive
דרך צלחה,0,negative
תודה רבה כבוד הנשיא . אמירות חשובות מפיך .,0,negative
שבת שלום רובי .,0,negative
לא מתאים להיות נשיא,1,positive
עם ישראל בוכה עליך ילד מקסים,0,negative
עלה והצליח,0,negative
כבוד הנשיא מעניין מה היית עושה אם הנכד או הנכדה שלך היו מתחתנים עם הבהמות האלה ותאמת מאחל לך את זה !!!,1,positive
כל הכבוד ותודה על נקיטת עמדה נגד חבורת הגזענים !,0,negative
ביתר טהורה לעד,1,positive
מלך הנשיא שלנו אוהבים אותך רובי,0,negative
מאוכזב קשות ממך . אני הייתי רוצה לראות את הילדה או הנכדה שלך מתחתנת עם ערבי ועוד הופכת להיות כזו . מה שכיסא יכול לעשות וזה רק כיסא .,1,positive
נכון אדוני הנשיא . עם חופשי אנחנו אבל ראיתי שאם מניפים דגל ישראל כחול לבן בישראל עוצרים אותך . על איזה עם חופשי בארצנו אתה מדבר ?,1,positive
" נמאס כבר לשמוע ממכם תגובות של גזענות , אני בטוח שהייתם בוכים ימים ולילות במידה והבת שלכם הייתה נתונה לאלימות קשה ומזעזעת , ויד לאחים ״ פועל רבות על מנת להוציא אותן מעבדות לחירות .. גזענות ?! אנחנו יהודים ויהודי מתחתן עם יהודית !!! תתביישו לכם ועוד יותר בושה שנשיא במדינת ישראל נותן לזה יד ! חבל שאין משאל עם לבחירת נשיא ",1,positive
שלום על כל ישראל אמן,0,negative
" לא יפה ! ככה לומר בשעה בא שלושה ילדים נחטפו ונמצאים בסכנה איומה ! בשעה בא כל העם שלנו נמצא באחדות בתפילה ובזעקה ועושים הכל למען השבתם הביתה בשלום !! זה לא הזמן ולא המקום להתבדח או להשתלח במי או באלו אמירות טיפשיות מוצדקות או לא זה לא העניין כרגע ! ולאלו שטוענים שאיסור נסיעה בטרמפים ויכלו לא לנסוע , שימו לב !! באזור שם אין תחבורה מסודרת ולכן ייתכן ורק טרמפים זה המוצא שהיה שם .. אני מאמין שיהיה תחקיר ויפיקו מסקנות ומי שצריך יתן את הדין אגב גם המשטרה יכולה להיות חלק רציני מהעניין מדוע למרות קבלת דיווח על חטיפה הם לא ראו לנכון לשלוח ניידת לבדוק !?? ורק שעה לאחר מכן בלחץץ ההורים נהותו להבין שכניראה מדובר בשיחה ההיא כאמור ניידת סיור שעברה במקום שעה לאחר מכן דיווחה שלא היה משהו חריג !! אז יש סיכוי שאם המשטרה הייתה לוקחת ברצינות מקפיצה לאזור כוחות ביטחון אולי המצב היה אחרת ! אבל אין לשפוט וכרגע כולנו צריכים כולנו עם ישראל לא לוותר ולא להתייאש לזעוק לשמיים להבקיע שערי תפילה למען השבתם הביתה בריאים ושלמים ללא כל פגע וכמה שיותר מהר !! על מדינת ישראל לעשות מסקנה ברורה אם וכאשר יתברר שחמאס חטף או קשור לחטיפה כניראה שהיינו צריכים להעביר את חוק המחבלים ולהרוג כל מחבל או לא לתת אפשרות בכלל לדבר או לעשות משא ומתן אם טרור אבל לצערנו כניראה עסקת שליט נתנה למחבלים מוטיבציה לבצע עוד מלא חטיפות שחרור המחבלים סתם כמחווה בשביל שידברו איתנו יעני על הסכם שלום רק עשה רע יותר מכך לא נתפלא אם הם מוחזקים או שהיו קשורים פה מחבלים שנתניהו והחבורה הזאת חילקה להם במתנה !! מתי תבינו אם טרור אין דיבורים יש כוח ומעשים !!  "" אחינו כל בית ישראל הנתונים בצרה ובשביה העומדים בין בים ובין ביבשה המקום ירחם ירחם עליהם ויוציאם מצרה לרווחה מאפילה לאורה השתא בעגלא ובזמן קריב ונאמר אמן !! שימו לב ! פרקי תהילים מומלצים לומר בשעת צרה זו הם : קל' , קמ""""ב , קכ""""א , אשרי מי שיתפלל יותר !! """,1,positive
" אופטימי . זה יגמר ברע . אבל זו אכן זכותה , רק שלא תבכה אחר כך למשטרה שהוא ירביץ לה ולילדים ",1,positive
אוי ואבוי לנו על נשיא כזה .,1,positive
יום עצוב למוסד הנשיאות ולמדינה .,1,positive
רובי אתה חירותניק במקור ... תניע את המנועים לפעילות תגמול ....,1,positive
המון נחת ואושר מהנכדים והילדים . ואני מאושרת שאתה נשיאנו ושיהיה לך בהצלחה ושקט בארצנו הכל כך אהובה .,0,negative
בהצלחה כבוד הנשיא !!,0,negative
כולם גיבורים עד שזה מגיע אליהם !!,1,positive
" עד שלא יתנפץ ויתרסק לרסיסים כל שקר הרפואה המערבית המטפלת בחולים בשיטות שמתאימות לימי הבניים אין שום סיבה לתת אברים למערכת מושחתת כזו , שבחרה לקדש רק הסבל והמוות במקום לקדש את החיים . התזונאים של היום הם הרופאים של מחר , והרופאים של היום הם התזונאים של מחר , מי יתן רובי ויפתחו עיניך ותשתף פעולה עם האמיצים כמו פייגלין זנדברג , שלא הסכימו להיות היס מן של חברת טבע ושות , תנו לצמח לצמוח ולחולים את התרופה שלהם , גם אם אתם תפסידו את העסק שלכם רפואה זה לא עסק אלא חיים ",2,
